"","typ","typology","hhID","district","Variety","cc.catg.str","years_since_planted","cc.production.cycle","cm.plot.monocrop.bool","cc_yield_fn_Mg_per_ha","yld_pc_attain_plot","weeds_per_year","prunes_per_year","fert_bool","fungi.app.cocoa","insecti.app.cocoa","herbi.app.cocoa","pollination.bool","ccoa_spread_pods","ccoa_piled_pods","ccoa_passive_pods","ccoa_apply_mnr_farm","ccoa_apply_mnr_bought","ccoa_apply_mnr_anywhere","ccoa_apply_cmp","tree.count.per.ha","tree.config.cocoa","plot.overstory.crown","other.tree.to.cm.tree.ratio","shade.tree.to.cm.tree.ratio","plot.quant.shade.trees.ha","plot.quant.large.shade.trees.ha","num_other_tree_crops","num_other_root_grain_crops","plot.quant.trees.per.ha.greater.than.50.m","plot.quant.trees.per.ha.greater.than.35.m","plot.quant.trees.per.ha.greater.than.20.m","detect.bool.blackpod","detect.bool.capsid","detect.bool.stemborer","detect.bool.rodents","detect.bool.CSSVD","detect.bool.stemcanker","detect.bool.other","path.contr.cc.vir.org","path.contr.cc.bact.org","path.contr.cc.fung.org","path.contr.cc.insect.org","path.contr.cc.vir.syn","path.contr.cc.bact.syn","path.contr.cc.fung.syn","path.contr.cc.insect.syn","path.contr.tot.org","path.contr.tot.syn","frac.tot.paths.controlled.syn","frac.tot.paths.controlled.org","quant.paths","quant.paths.fungal","quant.paths.viral","quant.paths.bacterial","quant.paths.insect","total_N_fert_applied_Mg_per_ha","total_non_N_fert_applied_Mg_per_ha","total_fert_applied_Mg_per_ha","total.hi.labor.days.per.year.per.ha","domn_soil","water.log.bool","water.logged","Elevation.m.asl","Temperature","Rainfall","Temp.mean.max.month","Rainfall.cv"
"572",5,"Amazonia","v35_234",1,"Amazonia","Amazonia",24,30,1,0.126567181,9.35364098276562,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1088.78,1,5,0.0102040816326531,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.216216875,0,0.216216875,3.706575,3,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"573",5,"Hybrid sun","v35_235",1,"Hybrid","Hybrid sun",10,24,1,0.082236544,3.33975793816133,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1577.62,1,5,0.00704225352112676,0.00352112676056338,5.555,0,0,0,0,0,11.11,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,29.6526,5,1,3,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"577",2,"Hybrid sun","v35_239",1,"Hybrid","Hybrid sun",16,24,1,0.1866384065,8.98273518607077,3.5,1,1,1,1,0,0,0,1,0,0,0,0,0,1088.78,1,25,0.0102040816326531,0.00510204081632653,5.555,0,0,0,0,0,11.11,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.3706575,0,0.3706575,0,3,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"579",2,"Hybrid shade","v35_241",1,"Hybrid","Hybrid shade",20,24,1,0.165758034,8.15961726226261,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,966.57,1,35,0.0344827586206897,0.0229885057471264,22.22,14.8133333333333,0,0,0,11.11,22.22,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0,0,0,3.95368,3,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"581",5,"Amazonia","v35_243",1,"Amazonia","Amazonia",30,30,1,0.288470377,24.0084904421554,3.5,1,0,1,1,0,0,0,1,1,0,0,0,0,733.26,3,5,0.0454545454545455,0.0303030303030303,22.22,22.22,0,0,0,22.22,11.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"582",3,"Hybrid shade","v35_244",1,"Hybrid","Hybrid shade",6,24,0,0.165115561,22.1033734918435,3.5,1,0,1,1,1,0,0,1,1,0,0,0,0,1066.56,1,45,0.03125,0.0208333333333333,22.22,18.5166666666667,0,1,11.11,22.22,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,19.7684,1,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"583",3,"Hybrid shade","v35_245",1,"Hybrid","Hybrid shade",8,24,0,0.247994578,20.5181353909159,3.5,1,0,1,1,1,0,0,1,1,0,0,0,0,1144.33,1,45,0.029126213592233,0.0174757281553398,19.998,15.9984,2,0,11.11,22.22,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,2.96526,3,0,1,187,25.7000007629395,30,32.0999984741211,47.8699150085449
"584",2,"Hybrid shade","v35_246",1,"Hybrid","Hybrid shade",15,24,0,0.825577805,38.3185478104744,3.5,1,1,1,1,0,0,0,1,1,0,0,0,0,988.79,3,35,0.0224719101123595,0.0149812734082397,14.8133333333333,9.87555555555556,1,1,0,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0.3706575,0.3706575,0,2,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"585",5,"Amazonia","v35_247",1,"Amazonia","Amazonia",22,30,0,0.329588649,24.6032738348407,3.5,1,1,1,1,0,0,0,1,0,0,0,0,0,1088.78,1,45,0.0204081632653061,0,NA,NA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,2,0,0,0.00247105,0,0.00247105,21.1804285714286,1,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"587",3,"Hybrid shade","v35_249",1,"Hybrid","Hybrid shade",21,24,1,0.700938043,35.8170925365687,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1433.19,1,15,0.0232558139534884,0.013953488372093,19.998,15.9984,0,0,0,22.22,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1.48263,0,1.48263,12.35525,1,0,1,187,25.7000007629395,30,32.0999984741211,47.8699150085449
"588",2,"Hybrid sun","v35_250",1,"Hybrid","Hybrid sun",20,24,0,0.185032224,15.2998829067769,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,922.13,1,5,0.072289156626506,0,0,0,0,1,0,11.11,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.32947250965,0,0.32947250965,9.8842,2,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"590",1,"Hybrid shade","v35_252",1,"Hybrid","Hybrid shade",6,24,0,0.1654367975,22.1463761640066,3.5,2,0,1,1,1,0,0,1,0,0,0,0,0,1055.45,1,15,0.0210526315789474,0.0157894736842105,16.665,12.49875,2,0,11.11,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,29.6526,3,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"592",2,"Hybrid sun","v35_254",1,"Hybrid","Hybrid sun",5,24,1,0.123997289,18.2751392900999,1.5,2,0,1,1,0,0,0,1,0,0,0,0,0,1044.34,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,11.86104,2,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"593",2,"Amazonia","v35_255",1,"Amazonia","Amazonia",20,30,0,0.3093507495,24.099093355348,1.5,1,1,1,1,1,0,0,1,1,0,0,0,0,1244.32,1,15,0.0357142857142857,0.0238095238095238,29.6266666666667,29.6266666666667,2,1,0,22.22,11.11,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,2,0.666666666666667,0.333333333333333,1,1,1,1,0,0.0049421,0,0.0049421,0,3,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"594",5,"Hybrid sun","v35_256",1,"Hybrid","Hybrid sun",20,24,0,0.155478466,12.8561516091667,1.5,1,0,1,1,0,0,0,1,1,0,0,0,0,866.58,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19.7684,1,1,3,187,25.7000007629395,30,32.0999984741211,47.8699150085449
"600",5,"Hybrid sun","v35_262",1,"Hybrid","Hybrid sun",10,24,0,0.10279568,4.17469742270167,1.5,1,0,1,1,0,0,0,1,1,0,0,0,0,988.79,1,45,0.0112359550561798,0.00561797752808989,5.555,0,0,1,0,0,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,29.6526,3,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"602",3,"Hybrid sun","v35_264",1,"Hybrid","Hybrid sun",5,24,0,0.619343972,91.2810066096184,1.5,1,1,1,1,1,0,0,1,0,0,0,0,0,1166.55,1,55,0.00952380952380952,0.00476190476190476,5.555,0,0,1,0,0,11.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,2,0,0,0.001235525,0,0.001235525,22.23945,2,0,1,183,25.7000007629395,30,32.0999984741211,47.7846908569336
"674",3,"Hybrid shade","v25_3",2,"Hybrid","Hybrid shade",11,24,0,0.371349394,20.7778379956741,3.5,2,1,0,1,0,0,0,0,0,0,0,0,0,1422.08,1,15,0.015625,0.015625,22.22,22.22,2,0,0,11.11,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0.3706575,0,0.3706575,0,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"676",3,"Hybrid shade","v25_5",2,"Hybrid","Hybrid shade",18,24,0,0.413752612,19.3368103753322,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1499.85,1,15,0.0222222222222222,0.0148148148148148,22.22,22.22,0,1,0,44.44,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,185,25.7999992370605,28,32.2000007629395,48.3240165710449
"678",5,"Amazonia","v25_7",2,"Amazonia","Amazonia",18,30,0,0.823650386,69.6593415791888,3.5,1,1,1,1,0,1,0,1,0,0,0,0,0,1077.67,1,75,0.0103092783505155,0,NA,NA,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0.666666666666667,0.333333333333333,3,0,1,1,1,0,0.0148263,0.0148263,26.3578666666667,1,0,1,185,25.7999992370605,28,32.2000007629395,48.3240165710449
"680",3,"Hybrid shade","v25_10",2,"Hybrid","Hybrid shade",13,24,1,1.032454111,50.8038069233037,3.5,1,1,1,1,0,1,0,0,0,0,0,0,0,1111,3,45,0.03,0.02,22.22,22.22,0,0,0,22.22,11.11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0.741315,0,0.741315,57.82257,2,1,3,169,25.8999996185303,27,32.2999992370605,48.482105255127
"681",2,"Hybrid shade","v25_13",2,"Hybrid","Hybrid shade",15,24,0,0.536464955,24.8996011064172,3.5,2,1,1,1,0,0,0,1,0,0,0,0,0,1166.55,1,75,0.019047619047619,0.0142857142857143,16.665,12.49875,4,1,11.11,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0.0395368,0,0.0395368,74.1315,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"684",4,"Hybrid sun","v25_16",2,"Hybrid","Hybrid sun",10,24,1,0.414395085,16.8292489852661,3.5,2,1,1,1,1,0,0,0,0,0,0,0,0,1155.44,1,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,2,0,1,1,0,0.741315,0,0.741315,0,1,0,1,162,25.8999996185303,27,32.4000015258789,48.6592216491699
"686",3,"Hybrid sun","v25_18",2,"Hybrid","Hybrid sun",10,24,0,0.619986445,25.1786438306694,3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1055.45,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,7.41315,1,1,3,162,25.8999996185303,27,32.4000015258789,48.6592216491699
"688",3,"Hybrid sun","v25_20",2,"Hybrid","Hybrid sun",15,24,0,0.37263434,16.3293521270116,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,722.15,1,25,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,8.89578,2,0,1,165,25.8999996185303,26,32.4000015258789,49.0672264099121
"689",2,"Hybrid shade","v25_21",2,"Hybrid","Hybrid shade",9,24,0,0.414395085,29.0879645522605,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,888.8,1,25,0.0375,0.0225,19.998,11.9988,3,1,11.11,0,33.33,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,2.47105,2,0,1,176,25.7999992370605,27,32.2999992370605,48.8710403442383
"690",3,"Hybrid shade","v25_22",2,"Hybrid","Hybrid shade",15,24,0,0.495346683,22.9911286862847,1.5,2,1,0,1,0,0,0,0,0,0,0,0,0,2010.91,1,25,0.0110497237569061,0.00736648250460405,14.8133333333333,14.8133333333333,1,0,0,22.22,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0.049421,0,0.049421,0,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"691",5,"Hybrid sun","v25_23",2,"Hybrid","Hybrid sun",15,24,0,0.906529403,39.7253721572644,1.5,2,1,0,1,0,0,0,0,0,0,0,0,0,2088.68,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0.05189205,0,0.05189205,0,2,0,1,162,25.8999996185303,27,32.4000015258789,48.6592216491699
"693",4,"Hybrid shade","v25_25",2,"Hybrid","Hybrid shade",32,24,0,0.495346683,53.497527638448,3.5,1,1,0,1,1,1,0,0,0,0,0,0,0,1333.2,2,45,0.025,0.0166666666666667,22.22,18.5166666666667,2,1,11.11,22.22,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,3.95368,0,3.95368,42.3608571428571,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"701",2,"Hybrid shade","v25_33",2,"Hybrid","Hybrid shade",22,24,0,1.572773904,83.9798892680932,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1466.52,1,75,0.0151515151515152,0.0101010101010101,14.8133333333333,9.87555555555556,3,2,0,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0.0296526,0,NA,0,2,0,1,173,25.8999996185303,27,32.2999992370605,48.5370903015137
"702",5,"Hybrid sun","v25_34",2,"Hybrid","Hybrid sun",23,24,0,0.206233833,29.1704264032218,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1433.19,1,75,0.0155038759689922,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0.0197684,0,0.0197684,0,2,0,1,181,25.7999992370605,27,32.2000007629395,48.6158752441406
"707",5,"Hybrid sun","v25_40",2,"Hybrid","Hybrid sun",18,24,0,0.825577805,50.5687774402808,3.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1399.86,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.06177625,0.06177625,5.39138181818182,1,0,1,162,25.8999996185303,27,32.4000015258789,48.6592216491699
"709",2,"Hybrid sun","v25_42",2,"Hybrid","Hybrid sun",12,24,1,0.454870884,17.3084768624276,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1066.56,1,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,1,0,1,1,0,0,0,0,2.96526,1,0,1,173,25.8999996185303,27,32.2999992370605,48.493091583252
"714",3,"Hybrid shade","v25_49",2,"Hybrid","Hybrid shade",12,24,0,0.165758034,8.60937208865434,1.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1199.88,1,35,0.0277777777777778,0.0138888888888889,16.665,8.3325,2,0,0,0,33.33,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.3706575,0.3706575,0,2,0,1,184,25.7999992370605,27,32.2000007629395,48.7820053100586
"717",2,"Hybrid shade","v25_52",2,"Hybrid","Hybrid shade",14,24,0,0.45615583,21.6373326222465,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,777.7,1,25,0.0428571428571429,0.0321428571428571,24.9975,18.748125,0,1,0,11.11,33.33,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,14.8263,1,1,3,184,25.7999992370605,27,32.2000007629395,48.7820053100586
"721",4,"Hybrid shade","v23_4",2,"Hybrid","Hybrid shade",48,24,0,0.1660792705,97.6376116787294,3.5,2,0,0,1,1,0,0,0,0,0,0,0,0,955.46,1,5,0.0348837209302326,0.0232558139534884,22.22,14.8133333333333,3,1,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,7.41315,2,0,1,221,25.5,29,31.7000007629395,48.3849639892578
"722",3,"Hybrid shade","v23_5",2,"Hybrid","Hybrid shade",15,24,1,0.576298281,26.7484337634207,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,899.91,1,35,0.037037037037037,0.0246913580246914,22.22,22.22,0,0,0,22.22,11.11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0.741315,0.741315,5.93052,2,0,1,221,25.5,29,31.7000007629395,48.3849639892578
"723",4,"Hybrid sun","v23_6",2,"Hybrid","Hybrid sun",24,24,0,0.1236760525,21.3246794544797,3.5,1,1,1,0,1,0,0,0,0,0,0,0,0,655.49,1,65,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0.0148263,0,0.0148263,11.119725,1,0,1,208,25.6000003814697,28,32,48.5684623718262
"734",3,"Amazonia","v23_18",2,"Amazonia","Amazonia",25,30,0,0.206876306,15.3734536614413,3.5,2,1,0,0,0,0,0,0,0,0,0,0,0,1166.55,1,45,0.0285714285714286,0.0171428571428571,19.998,15.9984,3,1,0,22.22,33.33,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0.5,2,1,1,0,0,0.00741315,0,0.00741315,24.7105,2,0,1,199,25.6000003814697,28,32.0999984741211,48.6862411499023
"735",1,"Hybrid shade","v23_19",2,"Hybrid","Hybrid shade",12,24,0,1.112120763,57.7628801762041,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1577.62,1,45,0.0211267605633803,0.0105633802816901,16.665,12.49875,1,1,0,44.44,22.22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0.3706575,0.741315,0,2,0,1,212,25.5,28,31.8999996185303,48.568229675293
